question,intent
can you describe the portfolio construction,ALLOCATION_RATIONALE
can you describe the portfolio risk level,PORTFOLIO_RISK_SUMMARY
can you do I hold enough different assets,DIVERSIFICATION_QUESTION
can you explain my diversification score,DIVERSIFICATION_QUESTION
can you explain my risk numbers,PORTFOLIO_RISK_SUMMARY
can you explain the overall allocation,ALLOCATION_RATIONALE
can you explain the overall investment mix,ALLOCATION_RATIONALE
can you explain the rejection of ITC,EXPLAIN_STOCK_EXCLUSION
can you explain the selected mix,ALLOCATION_RATIONALE
can you explain the selection of ITC,EXPLAIN_STOCK_INCLUSION
can you explain why we do not own ASIANPAINT,EXPLAIN_STOCK_EXCLUSION
can you explain why we own ASIANPAINT,EXPLAIN_STOCK_INCLUSION
can you give me a risk summary,PORTFOLIO_RISK_SUMMARY
can you give me the concentration breakdown,DIVERSIFICATION_QUESTION
can you give me the portfolio rationale,ALLOCATION_RATIONALE
can you give me world news,UNKNOWN
can you help me buy a phone,UNKNOWN
can you how balanced is the portfolio,DIVERSIFICATION_QUESTION
can you how did the optimizer allocate my money,ALLOCATION_RATIONALE
can you how diversified is my portfolio,DIVERSIFICATION_QUESTION
can you how do I bake bread,UNKNOWN
can you how does the portfolio change in a crash,HYPOTHETICAL_SHOCK
can you how much risk am I taking,PORTFOLIO_RISK_SUMMARY
can you how risky is my portfolio,PORTFOLIO_RISK_SUMMARY
can you how spread out are my investments,DIVERSIFICATION_QUESTION
can you how volatile are these holdings,PORTFOLIO_RISK_SUMMARY
can you how would a 25% crash affect me,HYPOTHETICAL_SHOCK
can you is my allocation concentrated,DIVERSIFICATION_QUESTION
can you is one sector dominating,DIVERSIFICATION_QUESTION
can you is this portfolio high risk,PORTFOLIO_RISK_SUMMARY
can you justify including EICHERMOT,EXPLAIN_STOCK_INCLUSION
can you justify leaving out EICHERMOT,EXPLAIN_STOCK_EXCLUSION
can you play some music,UNKNOWN
can you reason for excluding M&M,EXPLAIN_STOCK_EXCLUSION
can you reason for holding M&M,EXPLAIN_STOCK_INCLUSION
can you reoptimize after a 25% decline,HYPOTHETICAL_SHOCK
can you run a drops scenario,HYPOTHETICAL_SHOCK
can you run an inflation shock,HYPOTHETICAL_SHOCK
can you set an alarm,UNKNOWN
can you show a real market shock result,HYPOTHETICAL_SHOCK
can you show movie times,UNKNOWN
can you show my sharpe and volatility,PORTFOLIO_RISK_SUMMARY
can you show stock and sector concentration,DIVERSIFICATION_QUESTION
can you simulate a 20% market drops,HYPOTHETICAL_SHOCK
can you simulate an interest rate increase,HYPOTHETICAL_SHOCK
can you stress test a market falls,HYPOTHETICAL_SHOCK
can you stress the Automobile sector,HYPOTHETICAL_SHOCK
can you summarize my portfolio risk,PORTFOLIO_RISK_SUMMARY
can you summarize the optimization decision,ALLOCATION_RATIONALE
can you summarize why this portfolio was chosen,ALLOCATION_RATIONALE
can you tell me a joke,UNKNOWN
can you tell me about sector diversification,DIVERSIFICATION_QUESTION
can you tell me the risk metrics,PORTFOLIO_RISK_SUMMARY
can you tell me why AXISBANK is excluded,EXPLAIN_STOCK_EXCLUSION
can you tell me why AXISBANK is included,EXPLAIN_STOCK_INCLUSION
can you translate this sentence,UNKNOWN
can you what determined the allocation,ALLOCATION_RATIONALE
can you what does analytics say about risk,PORTFOLIO_RISK_SUMMARY
can you what does the diversification metric mean,DIVERSIFICATION_QUESTION
can you what drove these weights,ALLOCATION_RATIONALE
can you what happens during a crash,HYPOTHETICAL_SHOCK
can you what if inflation rises 5%,HYPOTHETICAL_SHOCK
can you what if interest rates rise 20%,HYPOTHETICAL_SHOCK
can you what if the Financial Services sector crashes,HYPOTHETICAL_SHOCK
can you what if the market declines,HYPOTHETICAL_SHOCK
can you what is my portfolio diversity,DIVERSIFICATION_QUESTION
can you what is my volatility,PORTFOLIO_RISK_SUMMARY
can you what is quantum physics,UNKNOWN
can you what is the capital of france,UNKNOWN
can you what is the concentration level,DIVERSIFICATION_QUESTION
can you what is the exclusion rationale for NTPC,EXPLAIN_STOCK_EXCLUSION
can you what is the inclusion rationale for NTPC,EXPLAIN_STOCK_INCLUSION
can you what is the logic behind the allocation,ALLOCATION_RATIONALE
can you what is the maximum drawdown,PORTFOLIO_RISK_SUMMARY
can you what is the realized risk,PORTFOLIO_RISK_SUMMARY
can you what is the weather today,UNKNOWN
can you what is your favorite color,UNKNOWN
can you what kept BHARTIARTL out,EXPLAIN_STOCK_EXCLUSION
can you what losses did the backtest show,PORTFOLIO_RISK_SUMMARY
can you what made BHARTIARTL get selected,EXPLAIN_STOCK_INCLUSION
can you what prevented a BPCL position,EXPLAIN_STOCK_EXCLUSION
can you what supports the BPCL position,EXPLAIN_STOCK_INCLUSION
can you who won the football match,UNKNOWN
can you why are the weights like this,ALLOCATION_RATIONALE
can you why did I get these holdings,ALLOCATION_RATIONALE
can you why did the optimizer choose HINDALCO,EXPLAIN_STOCK_INCLUSION
can you why did the optimizer reject HINDALCO,EXPLAIN_STOCK_EXCLUSION
can you why did you exclude INFY,EXPLAIN_STOCK_EXCLUSION
can you why did you include INFY,EXPLAIN_STOCK_INCLUSION
can you why does my allocation contain WIPRO,EXPLAIN_STOCK_INCLUSION
can you why does my allocation omit WIPRO,EXPLAIN_STOCK_EXCLUSION
can you why is HDFCBANK in my portfolio,EXPLAIN_STOCK_INCLUSION
can you why is HDFCBANK not in my portfolio,EXPLAIN_STOCK_EXCLUSION
can you why is LTIM missing from my holdings,EXPLAIN_STOCK_EXCLUSION
can you why is LTIM one of my holdings,EXPLAIN_STOCK_INCLUSION
can you why is money allocated to SUNPHARMA,EXPLAIN_STOCK_INCLUSION
can you why is no money allocated to SUNPHARMA,EXPLAIN_STOCK_EXCLUSION
can you why is the portfolio allocated this way,ALLOCATION_RATIONALE
can you why this combination of stocks,ALLOCATION_RATIONALE
can you why was DIVISLAB bought,EXPLAIN_STOCK_INCLUSION
can you why was DIVISLAB not selected,EXPLAIN_STOCK_EXCLUSION
can you write an email for me,UNKNOWN
clearly am I well diversified,DIVERSIFICATION_QUESTION
clearly book a restaurant,UNKNOWN
clearly describe diversification,DIVERSIFICATION_QUESTION
clearly describe the portfolio construction,ALLOCATION_RATIONALE
clearly describe the portfolio risk level,PORTFOLIO_RISK_SUMMARY
clearly do I hold enough different assets,DIVERSIFICATION_QUESTION
clearly explain my diversification score,DIVERSIFICATION_QUESTION
clearly explain my risk numbers,PORTFOLIO_RISK_SUMMARY
clearly explain the overall allocation,ALLOCATION_RATIONALE
clearly explain the overall investment mix,ALLOCATION_RATIONALE
clearly explain the rejection of MARUTI,EXPLAIN_STOCK_EXCLUSION
clearly explain the selected mix,ALLOCATION_RATIONALE
clearly explain the selection of MARUTI,EXPLAIN_STOCK_INCLUSION
clearly explain why we do not own BPCL,EXPLAIN_STOCK_EXCLUSION
clearly explain why we own BPCL,EXPLAIN_STOCK_INCLUSION
clearly give me a risk summary,PORTFOLIO_RISK_SUMMARY
clearly give me the concentration breakdown,DIVERSIFICATION_QUESTION
clearly give me the portfolio rationale,ALLOCATION_RATIONALE
clearly give me world news,UNKNOWN
clearly help me buy a phone,UNKNOWN
clearly how balanced is the portfolio,DIVERSIFICATION_QUESTION
clearly how did the optimizer allocate my money,ALLOCATION_RATIONALE
clearly how diversified is my portfolio,DIVERSIFICATION_QUESTION
clearly how do I bake bread,UNKNOWN
clearly how does the portfolio change in a crash,HYPOTHETICAL_SHOCK
clearly how much risk am I taking,PORTFOLIO_RISK_SUMMARY
clearly how risky is my portfolio,PORTFOLIO_RISK_SUMMARY
clearly how spread out are my investments,DIVERSIFICATION_QUESTION
clearly how volatile are these holdings,PORTFOLIO_RISK_SUMMARY
clearly how would a 20% crash affect me,HYPOTHETICAL_SHOCK
clearly is my allocation concentrated,DIVERSIFICATION_QUESTION
clearly is one sector dominating,DIVERSIFICATION_QUESTION
clearly is this portfolio high risk,PORTFOLIO_RISK_SUMMARY
clearly justify including DIVISLAB,EXPLAIN_STOCK_INCLUSION
clearly justify leaving out DIVISLAB,EXPLAIN_STOCK_EXCLUSION
clearly play some music,UNKNOWN
clearly reason for excluding TCS,EXPLAIN_STOCK_EXCLUSION
clearly reason for holding TCS,EXPLAIN_STOCK_INCLUSION
clearly reoptimize after a 20% decline,HYPOTHETICAL_SHOCK
clearly run a falls scenario,HYPOTHETICAL_SHOCK
clearly run an inflation shock,HYPOTHETICAL_SHOCK
clearly set an alarm,UNKNOWN
clearly show a real market shock result,HYPOTHETICAL_SHOCK
clearly show movie times,UNKNOWN
clearly show my sharpe and volatility,PORTFOLIO_RISK_SUMMARY
clearly show stock and sector concentration,DIVERSIFICATION_QUESTION
clearly simulate a 15% market falls,HYPOTHETICAL_SHOCK
clearly simulate an interest rate increase,HYPOTHETICAL_SHOCK
clearly stress test a market drops,HYPOTHETICAL_SHOCK
clearly stress the Financial Services sector,HYPOTHETICAL_SHOCK
clearly summarize my portfolio risk,PORTFOLIO_RISK_SUMMARY
clearly summarize the optimization decision,ALLOCATION_RATIONALE
clearly summarize why this portfolio was chosen,ALLOCATION_RATIONALE
clearly tell me a joke,UNKNOWN
clearly tell me about sector diversification,DIVERSIFICATION_QUESTION
clearly tell me the risk metrics,PORTFOLIO_RISK_SUMMARY
clearly tell me why INFY is excluded,EXPLAIN_STOCK_EXCLUSION
clearly tell me why INFY is included,EXPLAIN_STOCK_INCLUSION
clearly translate this sentence,UNKNOWN
clearly what determined the allocation,ALLOCATION_RATIONALE
clearly what does analytics say about risk,PORTFOLIO_RISK_SUMMARY
clearly what does the diversification metric mean,DIVERSIFICATION_QUESTION
clearly what drove these weights,ALLOCATION_RATIONALE
clearly what happens during a crash,HYPOTHETICAL_SHOCK
clearly what if inflation rises 25%,HYPOTHETICAL_SHOCK
clearly what if interest rates rise 15%,HYPOTHETICAL_SHOCK
clearly what if the Energy sector crashes,HYPOTHETICAL_SHOCK
clearly what if the market crashes,HYPOTHETICAL_SHOCK
clearly what is my portfolio diversity,DIVERSIFICATION_QUESTION
clearly what is my volatility,PORTFOLIO_RISK_SUMMARY
clearly what is quantum physics,UNKNOWN
clearly what is the capital of france,UNKNOWN
clearly what is the concentration level,DIVERSIFICATION_QUESTION
clearly what is the exclusion rationale for WIPRO,EXPLAIN_STOCK_EXCLUSION
clearly what is the inclusion rationale for WIPRO,EXPLAIN_STOCK_INCLUSION
clearly what is the logic behind the allocation,ALLOCATION_RATIONALE
clearly what is the maximum drawdown,PORTFOLIO_RISK_SUMMARY
clearly what is the realized risk,PORTFOLIO_RISK_SUMMARY
clearly what is the weather today,UNKNOWN
clearly what is your favorite color,UNKNOWN
clearly what kept TATASTEEL out,EXPLAIN_STOCK_EXCLUSION
clearly what losses did the backtest show,PORTFOLIO_RISK_SUMMARY
clearly what made TATASTEEL get selected,EXPLAIN_STOCK_INCLUSION
clearly what prevented a ITC position,EXPLAIN_STOCK_EXCLUSION
clearly what supports the ITC position,EXPLAIN_STOCK_INCLUSION
clearly who won the football match,UNKNOWN
clearly why are the weights like this,ALLOCATION_RATIONALE
clearly why did I get these holdings,ALLOCATION_RATIONALE
clearly why did the optimizer choose BHARTIARTL,EXPLAIN_STOCK_INCLUSION
clearly why did the optimizer reject BHARTIARTL,EXPLAIN_STOCK_EXCLUSION
clearly why did you exclude INDUSINDBK,EXPLAIN_STOCK_EXCLUSION
clearly why did you include INDUSINDBK,EXPLAIN_STOCK_INCLUSION
clearly why does my allocation contain HDFCBANK,EXPLAIN_STOCK_INCLUSION
clearly why does my allocation omit HDFCBANK,EXPLAIN_STOCK_EXCLUSION
clearly why is ASIANPAINT in my portfolio,EXPLAIN_STOCK_INCLUSION
clearly why is ASIANPAINT not in my portfolio,EXPLAIN_STOCK_EXCLUSION
clearly why is AXISBANK missing from my holdings,EXPLAIN_STOCK_EXCLUSION
clearly why is AXISBANK one of my holdings,EXPLAIN_STOCK_INCLUSION
clearly why is money allocated to M&M,EXPLAIN_STOCK_INCLUSION
clearly why is no money allocated to M&M,EXPLAIN_STOCK_EXCLUSION
clearly why is the portfolio allocated this way,ALLOCATION_RATIONALE
clearly why this combination of stocks,ALLOCATION_RATIONALE
clearly why was RELIANCE bought,EXPLAIN_STOCK_INCLUSION
clearly why was RELIANCE not selected,EXPLAIN_STOCK_EXCLUSION
clearly write an email for me,UNKNOWN
could you am I well diversified,DIVERSIFICATION_QUESTION
could you book a restaurant,UNKNOWN
could you describe diversification,DIVERSIFICATION_QUESTION
could you describe the portfolio construction,ALLOCATION_RATIONALE
could you describe the portfolio risk level,PORTFOLIO_RISK_SUMMARY
could you do I hold enough different assets,DIVERSIFICATION_QUESTION
could you explain my diversification score,DIVERSIFICATION_QUESTION
could you explain my risk numbers,PORTFOLIO_RISK_SUMMARY
could you explain the overall allocation,ALLOCATION_RATIONALE
could you explain the overall investment mix,ALLOCATION_RATIONALE
could you explain the rejection of BHARTIARTL,EXPLAIN_STOCK_EXCLUSION
could you explain the selected mix,ALLOCATION_RATIONALE
could you explain the selection of BHARTIARTL,EXPLAIN_STOCK_INCLUSION
could you explain why we do not own INDUSINDBK,EXPLAIN_STOCK_EXCLUSION
could you explain why we own INDUSINDBK,EXPLAIN_STOCK_INCLUSION
could you give me a risk summary,PORTFOLIO_RISK_SUMMARY
could you give me the concentration breakdown,DIVERSIFICATION_QUESTION
could you give me the portfolio rationale,ALLOCATION_RATIONALE
could you give me world news,UNKNOWN
could you help me buy a phone,UNKNOWN
could you how balanced is the portfolio,DIVERSIFICATION_QUESTION
could you how did the optimizer allocate my money,ALLOCATION_RATIONALE
could you how diversified is my portfolio,DIVERSIFICATION_QUESTION
could you how do I bake bread,UNKNOWN
could you how does the portfolio change in a crash,HYPOTHETICAL_SHOCK
could you how much risk am I taking,PORTFOLIO_RISK_SUMMARY
could you how risky is my portfolio,PORTFOLIO_RISK_SUMMARY
could you how spread out are my investments,DIVERSIFICATION_QUESTION
could you how volatile are these holdings,PORTFOLIO_RISK_SUMMARY
could you how would a 5% crash affect me,HYPOTHETICAL_SHOCK
could you is my allocation concentrated,DIVERSIFICATION_QUESTION
could you is one sector dominating,DIVERSIFICATION_QUESTION
could you is this portfolio high risk,PORTFOLIO_RISK_SUMMARY
could you justify including SUNPHARMA,EXPLAIN_STOCK_INCLUSION
could you justify leaving out SUNPHARMA,EXPLAIN_STOCK_EXCLUSION
could you play some music,UNKNOWN
could you reason for excluding WIPRO,EXPLAIN_STOCK_EXCLUSION
could you reason for holding WIPRO,EXPLAIN_STOCK_INCLUSION
could you reoptimize after a 5% decline,HYPOTHETICAL_SHOCK
could you run a crashes scenario,HYPOTHETICAL_SHOCK
could you run an inflation shock,HYPOTHETICAL_SHOCK
could you set an alarm,UNKNOWN
could you show a real market shock result,HYPOTHETICAL_SHOCK
could you show movie times,UNKNOWN
could you show my sharpe and volatility,PORTFOLIO_RISK_SUMMARY
could you show stock and sector concentration,DIVERSIFICATION_QUESTION
could you simulate a 25% market crashes,HYPOTHETICAL_SHOCK
could you simulate an interest rate increase,HYPOTHETICAL_SHOCK
could you stress test a market declines,HYPOTHETICAL_SHOCK
could you stress the Pharma sector,HYPOTHETICAL_SHOCK
could you summarize my portfolio risk,PORTFOLIO_RISK_SUMMARY
could you summarize the optimization decision,ALLOCATION_RATIONALE
could you summarize why this portfolio was chosen,ALLOCATION_RATIONALE
could you tell me a joke,UNKNOWN
could you tell me about sector diversification,DIVERSIFICATION_QUESTION
could you tell me the risk metrics,PORTFOLIO_RISK_SUMMARY
could you tell me why BPCL is excluded,EXPLAIN_STOCK_EXCLUSION
could you tell me why BPCL is included,EXPLAIN_STOCK_INCLUSION
could you translate this sentence,UNKNOWN
could you what determined the allocation,ALLOCATION_RATIONALE
could you what does analytics say about risk,PORTFOLIO_RISK_SUMMARY
could you what does the diversification metric mean,DIVERSIFICATION_QUESTION
could you what drove these weights,ALLOCATION_RATIONALE
could you what happens during a crash,HYPOTHETICAL_SHOCK
could you what if inflation rises 10%,HYPOTHETICAL_SHOCK
could you what if interest rates rise 25%,HYPOTHETICAL_SHOCK
could you what if the Automobile sector crashes,HYPOTHETICAL_SHOCK
could you what if the market drops,HYPOTHETICAL_SHOCK
could you what is my portfolio diversity,DIVERSIFICATION_QUESTION
could you what is my volatility,PORTFOLIO_RISK_SUMMARY
could you what is quantum physics,UNKNOWN
could you what is the capital of france,UNKNOWN
could you what is the concentration level,DIVERSIFICATION_QUESTION
could you what is the exclusion rationale for LTIM,EXPLAIN_STOCK_EXCLUSION
could you what is the inclusion rationale for LTIM,EXPLAIN_STOCK_INCLUSION
could you what is the logic behind the allocation,ALLOCATION_RATIONALE
could you what is the maximum drawdown,PORTFOLIO_RISK_SUMMARY
could you what is the realized risk,PORTFOLIO_RISK_SUMMARY
could you what is the weather today,UNKNOWN
could you what is your favorite color,UNKNOWN
could you what kept DIVISLAB out,EXPLAIN_STOCK_EXCLUSION
could you what losses did the backtest show,PORTFOLIO_RISK_SUMMARY
could you what made DIVISLAB get selected,EXPLAIN_STOCK_INCLUSION
could you what prevented a HINDALCO position,EXPLAIN_STOCK_EXCLUSION
could you what supports the HINDALCO position,EXPLAIN_STOCK_INCLUSION
could you who won the football match,UNKNOWN
could you why are the weights like this,ALLOCATION_RATIONALE
could you why did I get these holdings,ALLOCATION_RATIONALE
could you why did the optimizer choose EICHERMOT,EXPLAIN_STOCK_INCLUSION
could you why did the optimizer reject EICHERMOT,EXPLAIN_STOCK_EXCLUSION
could you why did you exclude ITC,EXPLAIN_STOCK_EXCLUSION
could you why did you include ITC,EXPLAIN_STOCK_INCLUSION
could you why does my allocation contain AXISBANK,EXPLAIN_STOCK_INCLUSION
could you why does my allocation omit AXISBANK,EXPLAIN_STOCK_EXCLUSION
could you why is ASIANPAINT missing from my holdings,EXPLAIN_STOCK_EXCLUSION
could you why is ASIANPAINT one of my holdings,EXPLAIN_STOCK_INCLUSION
could you why is INFY in my portfolio,EXPLAIN_STOCK_INCLUSION
could you why is INFY not in my portfolio,EXPLAIN_STOCK_EXCLUSION
could you why is money allocated to NTPC,EXPLAIN_STOCK_INCLUSION
could you why is no money allocated to NTPC,EXPLAIN_STOCK_EXCLUSION
could you why is the portfolio allocated this way,ALLOCATION_RATIONALE
could you why this combination of stocks,ALLOCATION_RATIONALE
could you why was M&M bought,EXPLAIN_STOCK_INCLUSION
could you why was M&M not selected,EXPLAIN_STOCK_EXCLUSION
could you write an email for me,UNKNOWN
describe diversification,DIVERSIFICATION_QUESTION
describe the portfolio construction,ALLOCATION_RATIONALE
describe the portfolio risk level,PORTFOLIO_RISK_SUMMARY
do I hold enough different assets,DIVERSIFICATION_QUESTION
explain my diversification score,DIVERSIFICATION_QUESTION
explain my risk numbers,PORTFOLIO_RISK_SUMMARY
explain the overall allocation,ALLOCATION_RATIONALE
explain the overall investment mix,ALLOCATION_RATIONALE
explain the rejection of HDFCBANK,EXPLAIN_STOCK_EXCLUSION
explain the selected mix,ALLOCATION_RATIONALE
explain the selection of HDFCBANK,EXPLAIN_STOCK_INCLUSION
explain why we do not own NTPC,EXPLAIN_STOCK_EXCLUSION
explain why we own NTPC,EXPLAIN_STOCK_INCLUSION
"for my report, am I well diversified",DIVERSIFICATION_QUESTION
"for my report, book a restaurant",UNKNOWN
"for my report, describe diversification",DIVERSIFICATION_QUESTION
"for my report, describe the portfolio construction",ALLOCATION_RATIONALE
"for my report, describe the portfolio risk level",PORTFOLIO_RISK_SUMMARY
"for my report, do I hold enough different assets",DIVERSIFICATION_QUESTION
"for my report, explain my diversification score",DIVERSIFICATION_QUESTION
"for my report, explain my risk numbers",PORTFOLIO_RISK_SUMMARY
"for my report, explain the overall allocation",ALLOCATION_RATIONALE
"for my report, explain the overall investment mix",ALLOCATION_RATIONALE
"for my report, explain the rejection of RELIANCE",EXPLAIN_STOCK_EXCLUSION
"for my report, explain the selected mix",ALLOCATION_RATIONALE
"for my report, explain the selection of RELIANCE",EXPLAIN_STOCK_INCLUSION
"for my report, explain why we do not own EICHERMOT",EXPLAIN_STOCK_EXCLUSION
"for my report, explain why we own EICHERMOT",EXPLAIN_STOCK_INCLUSION
"for my report, give me a risk summary",PORTFOLIO_RISK_SUMMARY
"for my report, give me the concentration breakdown",DIVERSIFICATION_QUESTION
"for my report, give me the portfolio rationale",ALLOCATION_RATIONALE
"for my report, give me world news",UNKNOWN
"for my report, help me buy a phone",UNKNOWN
"for my report, how balanced is the portfolio",DIVERSIFICATION_QUESTION
"for my report, how did the optimizer allocate my money",ALLOCATION_RATIONALE
"for my report, how diversified is my portfolio",DIVERSIFICATION_QUESTION
"for my report, how do I bake bread",UNKNOWN
"for my report, how does the portfolio change in a crash",HYPOTHETICAL_SHOCK
"for my report, how much risk am I taking",PORTFOLIO_RISK_SUMMARY
"for my report, how risky is my portfolio",PORTFOLIO_RISK_SUMMARY
"for my report, how spread out are my investments",DIVERSIFICATION_QUESTION
"for my report, how volatile are these holdings",PORTFOLIO_RISK_SUMMARY
"for my report, how would a 5% crash affect me",HYPOTHETICAL_SHOCK
"for my report, is my allocation concentrated",DIVERSIFICATION_QUESTION
"for my report, is one sector dominating",DIVERSIFICATION_QUESTION
"for my report, is this portfolio high risk",PORTFOLIO_RISK_SUMMARY
"for my report, justify including WIPRO",EXPLAIN_STOCK_INCLUSION
"for my report, justify leaving out WIPRO",EXPLAIN_STOCK_EXCLUSION
"for my report, play some music",UNKNOWN
"for my report, reason for excluding INFY",EXPLAIN_STOCK_EXCLUSION
"for my report, reason for holding INFY",EXPLAIN_STOCK_INCLUSION
"for my report, reoptimize after a 5% decline",HYPOTHETICAL_SHOCK
"for my report, run a drops scenario",HYPOTHETICAL_SHOCK
"for my report, run an inflation shock",HYPOTHETICAL_SHOCK
"for my report, set an alarm",UNKNOWN
"for my report, show a real market shock result",HYPOTHETICAL_SHOCK
"for my report, show movie times",UNKNOWN
"for my report, show my sharpe and volatility",PORTFOLIO_RISK_SUMMARY
"for my report, show stock and sector concentration",DIVERSIFICATION_QUESTION
"for my report, simulate a 25% market drops",HYPOTHETICAL_SHOCK
"for my report, simulate an interest rate increase",HYPOTHETICAL_SHOCK
"for my report, stress test a market falls",HYPOTHETICAL_SHOCK
"for my report, stress the Pharma sector",HYPOTHETICAL_SHOCK
"for my report, summarize my portfolio risk",PORTFOLIO_RISK_SUMMARY
"for my report, summarize the optimization decision",ALLOCATION_RATIONALE
"for my report, summarize why this portfolio was chosen",ALLOCATION_RATIONALE
"for my report, tell me a joke",UNKNOWN
"for my report, tell me about sector diversification",DIVERSIFICATION_QUESTION
"for my report, tell me the risk metrics",PORTFOLIO_RISK_SUMMARY
"for my report, tell me why BHARTIARTL is excluded",EXPLAIN_STOCK_EXCLUSION
"for my report, tell me why BHARTIARTL is included",EXPLAIN_STOCK_INCLUSION
"for my report, translate this sentence",UNKNOWN
"for my report, what determined the allocation",ALLOCATION_RATIONALE
"for my report, what does analytics say about risk",PORTFOLIO_RISK_SUMMARY
"for my report, what does the diversification metric mean",DIVERSIFICATION_QUESTION
"for my report, what drove these weights",ALLOCATION_RATIONALE
"for my report, what happens during a crash",HYPOTHETICAL_SHOCK
"for my report, what if inflation rises 10%",HYPOTHETICAL_SHOCK
"for my report, what if interest rates rise 25%",HYPOTHETICAL_SHOCK
"for my report, what if the Automobile sector crashes",HYPOTHETICAL_SHOCK
"for my report, what if the market declines",HYPOTHETICAL_SHOCK
"for my report, what is my portfolio diversity",DIVERSIFICATION_QUESTION
"for my report, what is my volatility",PORTFOLIO_RISK_SUMMARY
"for my report, what is quantum physics",UNKNOWN
"for my report, what is the capital of france",UNKNOWN
"for my report, what is the concentration level",DIVERSIFICATION_QUESTION
"for my report, what is the exclusion rationale for BPCL",EXPLAIN_STOCK_EXCLUSION
"for my report, what is the inclusion rationale for BPCL",EXPLAIN_STOCK_INCLUSION
"for my report, what is the logic behind the allocation",ALLOCATION_RATIONALE
"for my report, what is the maximum drawdown",PORTFOLIO_RISK_SUMMARY
"for my report, what is the realized risk",PORTFOLIO_RISK_SUMMARY
"for my report, what is the weather today",UNKNOWN
"for my report, what is your favorite color",UNKNOWN
"for my report, what kept TCS out",EXPLAIN_STOCK_EXCLUSION
"for my report, what losses did the backtest show",PORTFOLIO_RISK_SUMMARY
"for my report, what made TCS get selected",EXPLAIN_STOCK_INCLUSION
"for my report, what prevented a DIVISLAB position",EXPLAIN_STOCK_EXCLUSION
"for my report, what supports the DIVISLAB position",EXPLAIN_STOCK_INCLUSION
"for my report, who won the football match",UNKNOWN
"for my report, why are the weights like this",ALLOCATION_RATIONALE
"for my report, why did I get these holdings",ALLOCATION_RATIONALE
"for my report, why did the optimizer choose M&M",EXPLAIN_STOCK_INCLUSION
"for my report, why did the optimizer reject M&M",EXPLAIN_STOCK_EXCLUSION
"for my report, why did you exclude TATASTEEL",EXPLAIN_STOCK_EXCLUSION
"for my report, why did you include TATASTEEL",EXPLAIN_STOCK_INCLUSION
"for my report, why does my allocation contain ITC",EXPLAIN_STOCK_INCLUSION
"for my report, why does my allocation omit ITC",EXPLAIN_STOCK_EXCLUSION
"for my report, why is HINDALCO missing from my holdings",EXPLAIN_STOCK_EXCLUSION
"for my report, why is HINDALCO one of my holdings",EXPLAIN_STOCK_INCLUSION
"for my report, why is MARUTI in my portfolio",EXPLAIN_STOCK_INCLUSION
"for my report, why is MARUTI not in my portfolio",EXPLAIN_STOCK_EXCLUSION
"for my report, why is money allocated to AXISBANK",EXPLAIN_STOCK_INCLUSION
"for my report, why is no money allocated to AXISBANK",EXPLAIN_STOCK_EXCLUSION
"for my report, why is the portfolio allocated this way",ALLOCATION_RATIONALE
"for my report, why this combination of stocks",ALLOCATION_RATIONALE
"for my report, why was HDFCBANK bought",EXPLAIN_STOCK_INCLUSION
"for my report, why was HDFCBANK not selected",EXPLAIN_STOCK_EXCLUSION
"for my report, write an email for me",UNKNOWN
"for review, am I well diversified",DIVERSIFICATION_QUESTION
"for review, book a restaurant",UNKNOWN
"for review, describe diversification",DIVERSIFICATION_QUESTION
"for review, describe the portfolio construction",ALLOCATION_RATIONALE
"for review, describe the portfolio risk level",PORTFOLIO_RISK_SUMMARY
"for review, do I hold enough different assets",DIVERSIFICATION_QUESTION
"for review, explain my diversification score",DIVERSIFICATION_QUESTION
"for review, explain my risk numbers",PORTFOLIO_RISK_SUMMARY
"for review, explain the overall allocation",ALLOCATION_RATIONALE
"for review, explain the overall investment mix",ALLOCATION_RATIONALE
"for review, explain the rejection of TATASTEEL",EXPLAIN_STOCK_EXCLUSION
"for review, explain the selected mix",ALLOCATION_RATIONALE
"for review, explain the selection of TATASTEEL",EXPLAIN_STOCK_INCLUSION
"for review, explain why we do not own HINDALCO",EXPLAIN_STOCK_EXCLUSION
"for review, explain why we own HINDALCO",EXPLAIN_STOCK_INCLUSION
"for review, give me a risk summary",PORTFOLIO_RISK_SUMMARY
"for review, give me the concentration breakdown",DIVERSIFICATION_QUESTION
"for review, give me the portfolio rationale",ALLOCATION_RATIONALE
"for review, give me world news",UNKNOWN
"for review, help me buy a phone",UNKNOWN
"for review, how balanced is the portfolio",DIVERSIFICATION_QUESTION
"for review, how did the optimizer allocate my money",ALLOCATION_RATIONALE
"for review, how diversified is my portfolio",DIVERSIFICATION_QUESTION
"for review, how do I bake bread",UNKNOWN
"for review, how does the portfolio change in a crash",HYPOTHETICAL_SHOCK
"for review, how much risk am I taking",PORTFOLIO_RISK_SUMMARY
"for review, how risky is my portfolio",PORTFOLIO_RISK_SUMMARY
"for review, how spread out are my investments",DIVERSIFICATION_QUESTION
"for review, how volatile are these holdings",PORTFOLIO_RISK_SUMMARY
"for review, how would a 25% crash affect me",HYPOTHETICAL_SHOCK
"for review, is my allocation concentrated",DIVERSIFICATION_QUESTION
"for review, is one sector dominating",DIVERSIFICATION_QUESTION
